,copy number,gamma,growth_rates,mutation_rate,omega,partitioning,pop_size,selection mode,tau,time
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,0,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,804.4022011005503,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,1746.8734367183592,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,1597.798899449725,False,10000.0,dominant,219.10955477738872,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,296.14807403701855,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,309.15457728864436,2000.0
0,4,393.1965982991496,[0.97 1.   1.   1.  ],1e-05,393.1965982991496,True,10000.0,dominant,393.1965982991496,2000.0
0,4,208.10405202601302,[0.97 1.   1.   1.  ],1e-05,208.10405202601302,True,10000.0,dominant,208.10405202601302,2000.0
0,4,237.11855927963984,[0.97 1.   1.   1.  ],1e-05,237.11855927963984,True,10000.0,dominant,236.11805902951477,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,1982.991495747874,False,10000.0,dominant,150.0750375187594,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,137.06853426713357,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,1368.6843421710857,False,10000.0,dominant,143.07153576788394,2000.0
0,4,246.1230615307654,[0.97 1.   1.   1.  ],0.0001,246.1230615307654,True,10000.0,dominant,245.12256128064033,2000.0
0,4,170.08504252126065,[0.97 1.   1.   1.  ],0.0001,170.08504252126065,True,10000.0,dominant,170.08504252126065,2000.0
0,4,272.13606803401706,[0.97 1.   1.   1.  ],0.0001,272.13606803401706,True,10000.0,dominant,272.13606803401706,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,302.1510755377689,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,579.2896448224112,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,488.24412206103057,2000.0
0,11,445.22261130565283,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,445.22261130565283,True,10000.0,dominant,445.22261130565283,2000.0
