,copy number,gamma,growth_rates,mutation_rate,omega,partitioning,pop_size,selection mode,tau,time
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,1212.606303151576,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,1847.9239619809907,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,299.1495747873937,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0.0,2000.0
0,4,1842.9214607303654,[0.97 1.   1.   1.  ],1e-06,1842.9214607303654,True,10000.0,dominant,1842.9214607303654,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0.0,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,505.2526263131566,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,228.11405702851428,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,222.1110555277639,2000.0
0,4,406.20310155077544,[0.97 1.   1.   1.  ],1e-05,406.20310155077544,True,10000.0,dominant,406.20310155077544,2000.0
0,4,563.2816408204103,[0.97 1.   1.   1.  ],1e-05,563.2816408204103,True,10000.0,dominant,563.2816408204103,2000.0
0,4,261.1305652826413,[0.97 1.   1.   1.  ],1e-05,261.1305652826413,True,10000.0,dominant,261.1305652826413,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,184.0920460230115,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,159.07953976988495,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,1874.9374687343673,False,10000.0,dominant,150.0750375187594,2000.0
0,4,273.1365682841421,[0.97 1.   1.   1.  ],0.0001,273.1365682841421,True,10000.0,dominant,272.13606803401706,2000.0
0,4,156.07803901950976,[0.97 1.   1.   1.  ],0.0001,156.07803901950976,True,10000.0,dominant,157.07853926963483,2000.0
0,4,190.0950475237619,[0.97 1.   1.   1.  ],0.0001,190.0950475237619,True,10000.0,dominant,190.0950475237619,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,673.3366683341671,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,299.1495747873937,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,514.2571285642822,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0.0,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0.0,2000.0
0,11,1275.6378189094548,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,1275.6378189094548,True,10000.0,dominant,1274.6373186593298,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,208.10405202601302,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,219.10955477738872,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,355.17758879439725,2000.0
0,11,518.2591295647825,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,518.2591295647825,True,10000.0,dominant,517.2586293146574,2000.0
0,11,324.16208104052026,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,324.16208104052026,True,10000.0,dominant,326.1630815407704,2000.0
0,11,593.2966483241621,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,593.2966483241621,True,10000.0,dominant,592.2961480740371,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,114.05702851425714,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,106.05302651325664,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,114.05702851425714,2000.0
0,11,182.0910455227614,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,182.0910455227614,True,10000.0,dominant,182.0910455227614,2000.0
