,copy number,gamma,growth_rates,mutation_rate,omega,partitioning,pop_size,selection mode,tau,time
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,1208.6043021510757,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,1674.8374187093548,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,405.2026013006504,2000.0
0,4,1983.991995997999,[0.97 1.   1.   1.  ],1e-06,1983.991995997999,True,10000.0,dominant,1984.992496248124,2000.0
0,4,1955.9779889944973,[0.97 1.   1.   1.  ],1e-06,1955.9779889944973,True,10000.0,dominant,1954.9774887443723,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-06,0.0,True,10000.0,dominant,0.0,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,355.17758879439725,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,257.1285642821411,2000.0
0,4,0,[0.97 1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,202.10105052526265,2000.0
0,4,419.20960480240126,[0.97 1.   1.   1.  ],1e-05,419.20960480240126,True,10000.0,dominant,420.2101050525263,2000.0
0,4,503.25162581290647,[0.97 1.   1.   1.  ],1e-05,503.25162581290647,True,10000.0,dominant,503.25162581290647,2000.0
0,4,291.14557278639325,[0.97 1.   1.   1.  ],1e-05,291.14557278639325,True,10000.0,dominant,290.1450725362682,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,165.08254127063532,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,183.09154577288646,2000.0
0,4,0,[0.97 1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,134.06703351675839,2000.0
0,4,163.0815407703852,[0.97 1.   1.   1.  ],0.0001,163.0815407703852,True,10000.0,dominant,163.0815407703852,2000.0
0,4,203.10155077538772,[0.97 1.   1.   1.  ],0.0001,203.10155077538772,True,10000.0,dominant,202.10105052526265,2000.0
0,4,203.10155077538772,[0.97 1.   1.   1.  ],0.0001,203.10155077538772,True,10000.0,dominant,203.10155077538772,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,985.4927463731867,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,216.1080540270135,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,0.0,False,10000.0,dominant,296.14807403701855,2000.0
0,11,1185.5927963981992,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,1185.5927963981992,True,10000.0,dominant,1184.5922961480742,2000.0
0,11,1844.9224612306155,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,1844.9224612306155,True,10000.0,dominant,1843.9219609804904,2000.0
0,11,874.4372186093048,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-06,874.4372186093048,True,10000.0,dominant,876.4382191095549,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,176.08804402201102,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,248.1240620310155,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,0.0,False,10000.0,dominant,198.0990495247624,2000.0
0,11,478.2391195597799,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,478.2391195597799,True,10000.0,dominant,477.23861930965484,2000.0
0,11,455.2276138069035,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,455.2276138069035,True,10000.0,dominant,455.2276138069035,2000.0
0,11,391.1955977988995,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],1e-05,391.1955977988995,True,10000.0,dominant,393.1965982991496,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,134.06703351675839,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,126.06303151575788,2000.0
0,11,0,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,0.0,False,10000.0,dominant,130.06503251625813,2000.0
0,11,230.1150575287644,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,230.1150575287644,True,10000.0,dominant,230.1150575287644,2000.0
0,11,198.0990495247624,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,198.0990495247624,True,10000.0,dominant,197.09854927463732,2000.0
0,11,242.12106053026514,[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  ],0.0001,242.12106053026514,True,10000.0,dominant,241.1205602801401,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-06,0.0,False,10000.0,dominant,299.1495747873937,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-06,0.0,False,10000.0,dominant,181.09054527263632,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-06,0.0,False,10000.0,dominant,504.25212606303154,2000.0
0,31,897.4487243621811,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-06,897.4487243621811,True,10000.0,dominant,898.4492246123062,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-06,0.0,True,10000.0,dominant,0.0,2000.0
0,31,1617.8089044522262,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-06,1617.8089044522262,True,10000.0,dominant,1617.8089044522262,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-05,0.0,False,10000.0,dominant,124.06203101550776,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-05,0.0,False,10000.0,dominant,129.06453226613309,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-05,0.0,False,10000.0,dominant,153.07653826913457,2000.0
0,31,357.17858929464734,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-05,357.17858929464734,True,10000.0,dominant,358.1790895447724,2000.0
0,31,336.16808404202106,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-05,336.16808404202106,True,10000.0,dominant,335.167583791896,2000.0
0,31,271.135567783892,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",1e-05,271.135567783892,True,10000.0,dominant,270.1350675337669,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",0.0001,0.0,False,10000.0,dominant,75.0375187593797,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",0.0001,0.0,False,10000.0,dominant,86.04302151075538,2000.0
0,31,0,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",0.0001,0.0,False,10000.0,dominant,81.04052026013007,2000.0
0,31,213.10655327663832,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",0.0001,213.10655327663832,True,10000.0,dominant,211.1055527763882,2000.0
0,31,229.11455727863932,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",0.0001,229.11455727863932,True,10000.0,dominant,228.11405702851428,2000.0
0,31,187.09354677338672,"[0.97 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.  ]",0.0001,185.09254627313658,True,10000.0,dominant,181.09054527263632,2000.0
0,4,0,[0.9 1.  1.  1. ],1e-06,0.0,False,10000.0,dominant,393.1965982991496,2000.0
0,4,0,[0.9 1.  1.  1. ],1e-06,0.0,False,10000.0,dominant,143.07153576788394,2000.0
0,4,0,[0.9 1.  1.  1. ],1e-06,0.0,False,10000.0,dominant,238.1190595297649,2000.0
0,4,1417.7088544272137,[0.9 1.  1.  1. ],1e-06,1417.7088544272137,True,10000.0,dominant,1417.7088544272137,2000.0
0,4,600.3001500750375,[0.9 1.  1.  1. ],1e-06,600.3001500750375,True,10000.0,dominant,599.2996498249125,2000.0
0,4,1105.5527763881942,[0.9 1.  1.  1. ],1e-06,1105.5527763881942,True,10000.0,dominant,1105.5527763881942,2000.0
0,4,0,[0.9 1.  1.  1. ],1e-05,0.0,False,10000.0,dominant,106.05302651325664,2000.0
0,4,0,[0.9 1.  1.  1. ],1e-05,0.0,False,10000.0,dominant,201.10055027513758,2000.0
0,4,0,[0.9 1.  1.  1. ],1e-05,0.0,False,10000.0,dominant,77.03851925962982,2000.0
0,4,184.0920460230115,[0.9 1.  1.  1. ],1e-05,184.0920460230115,True,10000.0,dominant,183.09154577288646,2000.0
0,4,219.10955477738872,[0.9 1.  1.  1. ],1e-05,219.10955477738872,True,10000.0,dominant,218.10905452726365,2000.0
0,4,267.1335667833917,[0.9 1.  1.  1. ],1e-05,267.1335667833917,True,10000.0,dominant,267.1335667833917,2000.0
0,4,0,[0.9 1.  1.  1. ],0.0001,0.0,False,10000.0,dominant,57.02851425712857,2000.0
0,4,0,[0.9 1.  1.  1. ],0.0001,0.0,False,10000.0,dominant,49.02451225612807,2000.0
0,4,0,[0.9 1.  1.  1. ],0.0001,0.0,False,10000.0,dominant,77.03851925962982,2000.0
0,4,78.03901950975488,[0.9 1.  1.  1. ],0.0001,78.03901950975488,True,10000.0,dominant,78.03901950975488,2000.0
0,4,93.04652326163082,[0.9 1.  1.  1. ],0.0001,93.04652326163082,True,10000.0,dominant,92.04602301150575,2000.0
0,4,88.04402201100551,[0.9 1.  1.  1. ],0.0001,88.04402201100551,True,10000.0,dominant,87.04352176088045,2000.0
0,11,0,[0.9 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. ],1e-06,0.0,False,10000.0,dominant,149.07453726863432,2000.0
